URL,Site Name,Site Title,CITY,Office,Group,Phase,id,post,office_name,country,state,address,email,fax,mail_instructions,phone,post_type,X13
/sites/GM/USA/PacificNorth/SaltLakeCity,Salt-Lake-City,Salt Lake City,Salt Lake City,GM-CS USA-Field-PacificNorth-SaltLakeCity,USA-Field-PacificNorth-SaltLakeCity_AllUsers,GM-USA,3f5b4a423c450b931b0b56d1615c9dd83dcacbae,Salt Lake City,Salt Lake City U.S. Export Assistance Center,US,UT,"Salt Lake City U.S. Export Assistance Center,350 S. Main St., Suite 462,Salt Lake City, UT 84101,http://www.export.gov/utah/",office.saltlakecity@trade.gov,801-524-3072,,801-524-3070,D,
/sites/GM/USA/Southwest/SanAntonio,San-Antonio,San Antonio,San Antonio,GM-CS USA-Field-Southwest-SanAntonio,USA-Field-Southwest-SanAntonio_AllUsers,GM-USA,cd7e67f9152f15ab527d14386a3a82f693f3d719,San Antonio,San Antonio U.S. Export Assistance Center,US,TX,"San Antonio U.S. Export Assistance Center,615 E. Houston Street, Suite 207,San Antonio, TX 78205,http://www.export.gov/texas/sanantonio/",Daniel.Rodriguez@Trade.gov,210-472-4019,,210-472-4020,D,
/sites/GM/USA/PacificSouth/SanDiego,San-Diego,San Diego,San Diego,GM-CS USA-Field-PacificSouth-SanDiego,USA-Field-PacificSouth-SanDiego_AllUsers,GM-USA,446c614e5a205a99ac6baca5c4a5aaab1a7ed747,San Diego,San Diego U.S. Export Assistance Center,US,CA,"San Diego U.S. Export Assistance Center,9449 Balboa Avenue, Suite 111,San Diego, CA  92123,http://www.buyusa.gov/sandiego/",Matt.Andersen@trade.gov,858-467-7043,,858-467-7032,D,
/sites/GM/USA/PacificNorth/SanFrancisco,San-Francisco,San Francisco,San Francisco,GM-CS USA-Field-PacificNorth-SanFrancisco,USA-Field-PacificNorth-SanFrancisco_AllUsers,GM-USA,7356082c56e06a052b94992f9b22128f63e7fe31,San Francisco,San Francisco U.S. Commercial Service,US,CA,"San Francisco U.S. Commercial Service,75 Hawthorne St.,2nd Floor, Suite 2500,San Francisco, CA 94105,http://export.gov/california/sanfrancisco",office.sanfrancisco@trade.gov,415-705-2299,,415-705-2300,D,
/sites/GM/USA/PacificNorth/SanJose,San-Jose,San Jose,San Jose,GM-CS USA-Field-PacificNorth-SanJose,USA-Field-PacificNorth-SanJose_AllUsers,GM-USA,944d5c92e0473630596f34ac296a8ab724f947ea,San Jose CA,San Jose (Silicon Valley) U.S. Export Assistance Center,US,CA,"San Jose (Silicon Valley) U.S. Export Assistance Center,55 South Market St., Suite 1040,San Jose, CA  95113,http://export.gov/california/sanjose",Joanne.Vliet@trade.gov,408-535-2758,,408-535-2757,D,
/sites/GM/USA/Southern/Savannah,Savannah,Savannah,Savannah,GM-CS USA-Field-Southern-Savannah,USA-Field-Southern-Savannah_AllUsers,GM-USA,01c2cf1486224597788291bce825ca6e1f42877a,Savannah,Savannah U.S. Export Assistance Center,US,GA,"Savannah U.S. Export Assistance Center,111 E. Liberty St., Suite 202,Savannah, GA 31401,http://www.export.gov/georgia/",Todd.Gerken@trade.gov,912-652-4675,,912-652-4204,D,
/sites/GM/USA/PacificNorth/Seattle,Seattle,Seattle,Seattle,GM-CS USA-Field-PacificNorth-Seattle,USA-Field-PacificNorth-Seattle_AllUsers,GM-USA,2f0901fbcab4c6970216ce67f14d14ebf734cfe1,Seattle,Seattle U.S. Export Assistance Center,US,WA,"Seattle U.S. Export Assistance Center,2001 6th Avenue, Suite 2610,Seattle, WA 98121,http://export.gov/Washington/seattle/",Office.Seattle@trade.gov,206-553-7253,,206-553-5615,D,
/sites/GM/WH/Brazil/Brasilia,Brasilia,Brasilia,Brasilia,GM-CS WH-Field-Brazil-Brasilia,WH-Field-Brazil-Brasilia_AllUsers,GM-International,f50bb6d1be215fcd057e4e6c0308351950961473,Brasilia,Brasilia,BR,null,"SES - Av. das Nações, Quadra 801, Lote 03,Brasilia - DF,70403-900",Office.brasilia@trade.gov,55-61-3312-7656,,55-61-3312-7418,F,
/sites/GM/China/Shanghai,Shanghai,Shanghai,Shanghai,GM-CS China-Field-China-Shanghai,China-Field China-Shanghai_AllUsers,GM-International,ddff3ee48971ad92af016e7ecc14ea7960a8f295,Shanghai,Shanghai,CN,null,"Shanghai Center,Suite 631, East Tower,1376 Nanjing Xi Lu,Shanghai, China  200040",office.shanghai@trade.gov,011-86-21-6279-7639,,011-86-21-6279-7630,F,
/sites/GM/USA/MidWest/SiouxFalls,Sioux-Falls,Sioux Falls,Sioux Falls,GM-CS USA-Field-MidWest-SiouxFalls,USA-Field-MidWest-SiouxFalls_AllUsers,GM-USA,cb035ed9de6209fac728a4fd454591d6aa4a65de,Sioux Falls,South Dakota Export Assistance Center,US,SD,"Sioux Falls U.S. Export Assistance Center,2001 S. Summit Ave,Augustana College / Madsen Center,Sioux Falls, SD 57197,http://www.export.gov/southdakota",Cinnamon.King@trade.gov,605-330-4266,,605-330-4265,D,
/sites/GM/USA/PacificNorth/Spokane,Spokane,Spokane,Spokane,GM-CS USA-Field-PacificNorth-Spokane,USA-Field-PacificNorth-Spokane_AllUsers,GM-USA,14643c92a82c26da5e2b8d2554bb58ccadda66e6,Spokane,Spokane U.S. Export Assistance Center,US,WA,"Spokane U.S. Export Assistance Center,Greater Spokane Incorporated,801 W. Riverside Ave.,Spokane, WA 99201,http://www.export.gov/washington/spokane",office.spokane@trade.gov,503-326-6351,,509-344-9398,D,
/sites/GM/MEA/SaudiArabia/Riyadh,Riyadh,Riyadh,Riyadh,GM-CS MEA-Field-SaudiArabia-Riyadh,GM-CS_MEA-Field-SaudiArabia-Riyadh_AllUsers,GM-International,0b85075747d4bb6ed9029846de994532227ad561,Riyadh,Riyadh,SA,null,"Street Address (not Mailing Address):,American Embassy,Abdullah al-Sahmi St.,Diplomatic Quarter,Riyadh 11693, Saudi Arabia,Mailing Address (Local):,American Embassy,P.O. Box 94309,Riyadh 11693, Saudi Arabia",Office.Riyadh@trade.gov,+966-(0)11-488-3237,Work Week: Saturday - Wednesday,+966-(0)11-488-3800,F,
/sites/GM/USA/Southwest/NewOrleans,New-Orleans,New Orleans,New Orleans,GM-CS USA-Field-Southwest-NewOrleans,USA-Field-Southwest-NewOrleans_AllUsers,GM-USA,b06e049d43c50358717411f821641c22d5cb325e,New Orleans,New Orleans U.S. Export Assistance Center,US,LA,"Suite 419, U.S. Custom House,423 Canal Street,New Orleans, LA  70130,http://www.export.gov/louisiana",office.neworleans@trade.gov,504-589-2337,,504-589-6546,D,
/sites/GM/USA/Southern/Clearwater,Clearwater,Clearwater,Clearwater,GM-CS USA-Field-Southern-Clearwater,USA-Field-Southern-Clearwater_AllUsers,GM-USA,0f7249f00cd82dc6529b819f8f45a733435f809c,Clearwater,Tampa Bay U.S. Export Assistance Center,US,FL,"Tampa Bay U.S. Export Assistance Center,13805 58th Street North, Suite 1-200,Clearwater, FL 33760,http://export.gov/florida/",Sandra.Campbell@trade.gov,,,727-893-3738,D,
/sites/GM/Asia/India/NewDelhi,New-Delhi,New Delhi,New Delhi,GM-CS Asia-Field-India-NewDelhi,Asia-Field-IndiaAhmedabad_AllUsers,GM-International,a0def0bba588f85b5f87a975d107cbd847e626f1,New Delhi,New Delhi,IN,null,"The American Center,24 Kasturba Gandhi Marg,New Delhi 110 001",office.newdelhi@trade.gov,+91 11 2331 5172,Please allow 3 weeks for pouch,+91 11 2347 2000,F,
/sites/GM/Asia/India/Kolkata,Kolkata,Kolkata,Kolkata,GM-CS Asia-Field-India-Kolkata,Asia-Field-IndiaKolkata_AllUsers,GM-International,87b72b5315083890d539ae921191ba9276e09d8b,Kolkata,Kolkata (Calcutta),IN,null,"The American Center,38-A, Jawaharlal Nehru Road,,Kolkata (Calcutta) 700 071",office.calcutta@trade.gov,+91 33 3984 6353,Please allow 3 weeks,+91 33 3984 6402,F,
/sites/GM/EUR/Prague,Czech-Republic,Czech Republic,Prague,GM-CS EUR-Field-PoCz-Prague,GM-CS-EUR-Field-PoCz-Prague_AllUsers,GM-International,424ec5583a789617b7c6ba239e732206c0072aea,Prague,Czech Republic,CZ,null,"Trziste 15,118 01 Praha 1,Czech Republic",Office.Prague@trade.gov,420-257-02-2810,"For courier/express deliveries, use street address. Mailing address from the U.S. is for official post only, but takes 2-3 weeks for delivery.",420-257-022-434,F,
/sites/GM/MEA/Africa/Nairobi,Kenya,Kenya,Nairobi,GM-CS MEA-Field-Africa-Nairobi,GM-CS_MEA-Field-Africa-Nairobi_AllUsers,GM-International,dc29a4ad430a9bba14d50381086a507d883f2ff1,Nairobi,Nairobi,KE,null,"U.N. Avenue Gigiri,P.O. Box 606 Village Market,00621 Nairobi",Office.Nairobi@trade.gov,254-20-363-6722,,254-20-3636000 ext. 6424,F,
/sites/GM/China/Beijing,Beijing,Beijing,Beijing,GM-CS China-Field-China-Beijing,GM-CS_China-Field China-Beijing_AllUsers,GM-International,c0cf42ccbc69329c52d7cbc2b061b126db8c7224,Beijing,Beijing,CN,null,"U.S. Commercial Service - Beijing,No. 55 An Jia Lou Road,,Chaoyang District,Beijing 100600, China",Office.Beijing@trade.gov,(86-10) 8531-3701,,(86-10) 8531-3000,F,
/sites/GM/China/Wuhan,Wuhan,Wuhan,Wuhan,GM-CS China-Field-China-Wuhan,China-Field China-Wuhan_AllUsers,GM-International,ba41f5604c453bc4bb47a3a3aec62e343769ea3e,Wuhan,Wuhan,CN,null,"U.S. Commercial Service - Wuhan,47F New World International Trade Tower I,NO. 568, Jianshe Avenue,Hankou, Wuhan, 430022, China",Jing.Wang@trade.gov,86-27-8555-7761,FPO mail will continue to be forwarded VIA Beijing,86-27-8555-7791,F,
/sites/GM/USA/Southwest/Denver,Denver,Denver,Denver,GM-CS USA-Field-Southwest-Denver,USA-Field-Southwest-Denver_AllUsers,GM-USA,91f268b76f5d47a31293fa7c76a416a2e7fd742c,Denver,Denver U.S. Export Assistance Center_CO & WY,US,CO,"U.S. Commercial Service Denver,999 18th Street, Suite 725 North Tower,Denver, CO 80202,http://www.export.gov/colorado/",Paul.Bergman@trade.gov,303-844-5651,,303-844-6623,D,
/sites/GM/EUR/Turkey/Istanbul,Istanbul,Istanbul,Istanbul,GM-CS EUR-Field-Turkey-Istanbul,GM-CS_EUR-Field-Turkey-Istanbul_AllUsers,GM-International,1cf055b178933a8772f700482a87e1932b3fbe24,Istanbul,Istanbul,TR,null,"U.S. Commercial Service Istanbul,Istinye Mahallesi,Kaplicalar Mevkii No. 2,Istinye Istanbul,Turkey TR-34460",Office.Istanbul@trade.gov,(90-212) 335-9103,Please note that APO regulations require mail to be addressed to the American officer at post and not directly to the FSN staff.,(90-212) 335-9040,F,
/sites/GM/USA/PacificSouth/Fresno,Fresno,Fresno,Fresno,GM-CS USA-Field-PacificSouth-Fresno,USA-Field-PacificSouth-Fresno_AllUsers,GM-USA,91d6d7bd703c63b17f0bb67bb4eef3a49181fde5,Fresno,Fresno U.S. Export Assistance Center,US,CA,"U.S. Commercial Service, Fresno,801 R. Street, Suite 201,Fresno, CA 93721,http://export.gov/california/fresno",glen.roberts@trade.gov,,,559 348-9859,D,
/sites/GM/USA/GreatLakes/GrandRapids,Grand-Rapids,Grand Rapids,Grand Rapids,GM-CS USA-Field-GreatLakes-GrandRapids,USA-Field-GreatLakes-GrandRapids_AllUsers,GM-USA,63dffdf3a5f918aa543a9c36cf02ac96d1b9d783,Grand Rapids,Grand Rapids U.S. Export Assistance Center,US,MI,"U.S. Commercial Service, U.S. Department of Commerce,50 Front Ave. SW, Suite 1119,Grand Rapids, MI 49504,http://www.export.gov/michigan",Kendra.Kuo@trade.gov,616-458-3872,,616-458-3564,D,
/sites/GM/USA/MidAtlantic/Columbia,Columbia,Columbia,Columbia,GM-CS USA-Field-MidAtlantic-Columbia,USA-Field-MidAtlantic-Columbia_AllUsers,GM-USA,4d7f98c3fa03e39eb64bfa8f72666b7363b16e34,Columbia,Columbia U.S. Export Assistance Center,US,SC,"U.S. Commercial Service,1301 Gervais Str., Suite 1100,Columbia, SC  29208,http://www.export.gov/southcarolina/",Dorette.Coetsee@trade.gov,,,803-255-2626,D,
/sites/GM/WH/Canada/Toronto,Toronto,Toronto,Toronto,GM-CS WH-Field-Canada-Toronto,WH-Field-CanadaToronto_AllUsers,GM-International,fbe05208857158f3d3718826e0b5bef5f01b4354,Toronto,Toronto,CA,null,"U.S. Commercial Service,480 University Avenue, Suite 602,Toronto, Ontario,CANADA  M5G 1V2,Canada Mailing Address: 360 University Avenue,Toronto, Ontario, Canada M5G 1S4",Office.Toronto@trade.gov,(416) 595-5419,,(416) 595-5412,F,
/sites/GM/MEA/SaudiArabia/Jeddah,Jeddah,Jeddah,Jeddah,GM-CS MEA-Field-SaudiArabia-Jeddah,GM-CS_MEA-Field-SaudiArabia-Jeddah_AllUsers,GM-International,d21c05423bf9c33a011f0c3bd3382254a606ceb2,Jeddah,Jeddah,SA,null,"U.S. Commercial Service,American Consulate General,Palestine Rd., Ruwais,P. O. Box 149,Jeddah 21411, Saudi Arabia",Office.Jeddah@trade.gov,+966-(0)12-664-4148,,+966-(0)12-667-0080,F,
/sites/GM/Asia/NewZealand/Wellington,Wellington,Wellington,Wellington,GM-CS Asia-Field-ANZ-NewZealand-Wellington,Asia-Field ANZ-NewZealand-Wellington_AllUsers,GM-International,da46c83159c41ac7013b555d156e182dc17328fa,Wellington,Wellington,NZ,null,"U.S. Commercial Service,American Embassy,29 Fitzherbert Terrace,Thorndon, Wellington",Office.Wellington@trade.gov,011-644-473-0770,,011-644-462-6002,F,
/sites/GM/EUR/Warsaw,Poland,Poland,Warsaw,GM-CS EUR-Field-PoCz-Warsaw,GM-CS-EUR-Field-PoCz-Warsaw_AllUsers,GM-International,193d794fdaf077f7bd4d39ae25779dbf0cd1b31a,Warsaw,Poland,PL,null,"U.S. Commercial Service,American Embassy,IPC Business Center,ul. Koszykowa 54, 4th Floor,00-675 Warsaw",office.warsaw@trade.gov,48 22 621 6327,,48 22 625 4374,F,
/sites/GM/EUR/Zagreb,Croatia,Croatia,Zagreb,GM-CS EUR-Field-Balkans-Zagreb,GM-CS_EUR-Field-Balkans-Zagreb_AllUsers,GM-International,1104ba40b10a6c5b3842b9860660ad48a6b3f7aa,Zagreb,Zagreb,HR,null,"U.S. Commercial Service,American Embassy,Thomasa Jeffersona 2,10010 Zagreb, Croatia",office.zagreb@trade.gov,011-385-1-661-2446,Please allow three weeks if using the above State Dept pouch address,011-385-1-661-2224,F,
/sites/GM/EUR/Turkey/Izmir,Izmir,Izmir,Izmir,GM-CS EUR-Field-Turkey-Izmir,GM-CS_EUR-Field-Turkey-Izmir_AllUsers,GM-International,090bea0e7b2545e4b668cd676b91e767ed23b716,Izmir,Izmir,TR,null,"U.S. Commercial Service,Ataturk Caddesi, 126,Kat:5,35210 Pasaport,Izmir",Office.Izmir@trade.gov,90-232-489-0267,,90-232-441-2446,F,
/sites/GM/Asia/ASEAN/Manila,Philippines,Philippines,Manila,GM-CS Asia-Field-ASEAN-Manila,Asia-Field-ASEAN-Manila_AllUsers,GM-International,b95f41aa423e0bfd496f94bcfcff84b002f59835,Manila,Manila,PH,null,"U.S. Commercial Service,Embassy of the United States of America,1201 Roxas Boulevard,Manila 0930, Philippines",businessphilippines@trade.gov,011-632-521-0416,Speak with Post regarding customs forms.,011-632-301-4249,F,
/sites/GM/EUR/Madrid,Spain,Spain,Madrid,GM-CS EUR-Field-SPG-Madrid,GM-CS-EUR-Field-SPG-Madrid_AllUsers,GM-International,504a2dae9c91cf7b5d5c21450eca114e36819b84,Madrid,Madrid,ES,null,"U.S. Commercial Service,Embassy of the United States of America,Serrano, 75,28006 Madrid,SPAIN",office.madrid@trade.gov,+34-91-563-0859,,+34-91-564-8976,F,
/sites/GM/USA/MidAtlantic/Pittsburgh,Pittsburgh,Pittsburgh,Pittsburgh,GM-CS USA-Field-MidAtlantic-Pittsburgh,USA-Field-MidAtlantic-Pittsburgh_AllUsers,GM-USA,6794e34a7a1259ca52b6b475c1cbc763e51ab92f,Pittsburgh,Pittsburgh U.S Commerical Service,US,PA,"U.S. Commercial Service,William S. Moorhead Federal Building,1000 Liberty Avenue, Suite 807,Pittsburgh, PA 15222",Lyn.Doverspike@trade.gov,412-644-2803,www.export.gov/pennsylvania/pittsburgh,412-644-2800,D,
/sites/GM/WH/Mexico/Guadalajara,Guadalajara,Guadalajara,Guadalajara,GM-CS WH-Field-Mexico-Guadalajara,WH-Field -Mexico-Guadalajara_AllUsers,GM-International,6c256366d65939f750effbd974892df2e26e3ed9,Guadalajara,Guadalajara,MX,null,"U.S. Commercial Service,World Trade Center, Torre Pacifico piso 4,Mariano Otero No. 1249,Col. Rinconada del Bosque,44530 Guadalajara, JAL,Mexico",Office.Guadalajara@trade.gov,52-33-3615-7665,"Send promotional materials for Gold Keys, IPSs, shows, missions, etc. via express mail courier service to the street address.  Do not use the Laredo address.  Specify ""no commercial value"" on the mailing label.",52-33-3615-1140,F,
/sites/GM/EUR/EURASIA/Russia/Almaty,Almaty,Almaty,Almaty,GM-CS EUR-Field-EURASIA-Russia-Almaty,GM-CS-EUR-Field-EURASIA-Russia-Almaty_AllUsers,GM-International,2c88761afecc37e94ee9e3e24ff8277bd2a6a439,Almaty,Almaty,KZ,null,"U.S. Consulate General - Almaty,U.S. Commercial Service,41 Kazibek bi St,050010, Almaty, Kazakhstan",office.almaty@trade.gov,7 (727) 250-0777,Send items to US mailing address if at all possible. We incur high brokerage fees for courier shipments to our Almaty address.,"7 (727) 727-250-7612, ext 6490",F,
/sites/GM/MEA/Africa/SouthAfrica/CapeTown,Cape-Town,Cape Town,Cape Town,GM-CS MEA-Field-Africa-SouthAfrica-CapeTown,GM-CS_MEA-Field-Africa-SouthAfrica-CapeTown_AllUsers,GM-International,c04b4073aa8d1714b4c46306bc3e4cf592d99a31,Cape Town,Cape Town,ZA,null,"U.S. Consulate General Cape Town,2 Reddam Avenue, West Lake,Cape Town, South Africa 7945",office.capetown@trade.gov,(27-21) 702-7402,,(27-21) 702-7300,F,
/sites/GM/WH/Mexico/Monterrey,Monterrey,Monterrey,Monterrey,GM-CS WH-Field-Mexico-Monterrey,WH-Field-Mexico-Monterrey_AllUsers,GM-International,77a8d56be3ee9f7551a0410fd90ee8a801da8f86,Monterrey,Monterrey,MX,null,"U.S. Consulate General Monterrey,U.S. Commercial Service,Prolongacion Avenida Alfonso Reyes #150,Col. Valle Poniente,66196 Santa Catarina, Nuevo Leon, Mexico",eric.olson@trade.gov,,,(52-81) 8047-3450,F,FALSE
/sites/GM/Asia/ASEAN/Vietnam/HCMC,Ho-Chi-Minh-City,Ho Chi Minh City,Ho Chi Minh City,GM-CS Asia-Field-ASEAN-Vietnam-HCMC,Asia-Field-ASEAN-VietnamHCMC_AllUsers,GM-International,552d5d3b56125f6aec1df8d21ce6a2e2f546e5cb,Ho Chi Minh City,Ho Chi Minh City,VN,null,"U.S. Consulate General,U.S. Commercial Service,Diamond Plaza, 8F,34 Le Duan Street, District 1,Ho Chi Minh City,Vietnam",Office.HoChiMinhCity@trade.gov,+84-28-3520-4679 / 81,"For courier delivery, use the above street address; For pouch, use the above mailing address",+84-28-3520-4680,F,
/sites/GM/USA/GreatLakes/Cleveland,Cleveland,Cleveland,Cleveland,GM-CS USA-Field-GreatLakes-Cleveland,USA-Field-GreatLakes-Cleveland_AllUsers,GM-USA,104d78ba685703022bad32e0a5d740e8663a3d75,Cleveland,Cleveland U.S. Export Assistance Center,US,OH,"U.S. Department of Commerce, U.S. Commercial Service,Howard M. Metzenbaum U.S. Courthouse,201 Superior Avenue East,Suite 424,Cleveland, OH 44114,http://export.gov/ohio/northernohio/index.asp",Office.Cleveland@trade.gov,216-522-2235,,216-522-4750,D,
/sites/GM/EUR/Belgrade,Serbia,Serbia,Belgrade,GM-CS EUR-Field-Balkans-Belgrade,GM-CS_EUR-Field-Balkans-Belgrade_AllUsers,GM-International,6c4effe387552ea604e218ef8f7c796a0fc80ebe,Belgrade,"Belgrade, Serbia",RS,null,"U.S. Embassy Belgrade,Bul. Kneza Aleksandra Karadjordjevica 92,11040 Belgrade",suzanne.platt@trade.gov,,,+381 11 706 4072,F,
/sites/GM/EUR/UK/London,London,London,London,GM-CS EUR-Field-UK-London,GM-CS_EUR-Field-UK-London_AllUsers,GM-International,1f986ac0c8e04b91217221489190ad28bb1bd629,London,London,GB,null,"U.S. Embassy London,U.S. Commercial Service,33 Nine Elms Lane,London SW11 7US,United Kingdom",Office.London@trade.gov,,,+44 20 7891 3419,F,
/sites/GM/EUR/Athens,Greece,Greece,Athens,GM-CS EUR-Field-SPG-Athens,GM-CS-EUR-Field-SPG-Athens_AllUsers,GM-International,510c765b98848f508f16b6f6e4a6aeda05328b2e,Athens,Athens,GR,null,"U.S. Embassy,U.S. Commercial Service,91 Vasilissis Sophias Avenue,GR-101 60 Athens",Office.Athens@trade.gov,+30 210 721 8660,For  courier mail use street address,For mailing other than from the U.S. use street address but do not/do not send packages to the att. of FSNs.,+30 210 720 2303 / 720 2302,
/sites/GM/Asia/ASEAN/Vietnam/Hanoi,Hanoi,Hanoi,Hanoi,GM-CS Asia-Field-ASEAN-Vietnam-Hanoi,Asia-Field-ASEAN-VietnamHanoi_AllUsers,GM-International,36b07b49affe70b78be96c76d27d149110109bde,Hanoi,Hanoi,VN,null,"U.S. Embassy,U.S. Commercial Service,Rose Garden Tower,170 Ngoc Khanh Street,Hanoi,Vietnam",Office.Hanoi@trade.gov,84-24-3850-5064,"For courier delivery, use the above street address; For official pouch, use the above mailing address",84-24-3850-5199,F,
/sites/GM/WH/Santiago,Chile,Chile,Santiago,GM-CS WH-Field-Santiago,WH-Field-Santiago_AllUsers,GM-International,54ab98dd99271b5855f8ffc2e6165987af0bc8b1,Santiago,Santiago,CL,null,"U.S. Embassy/Department of Commerce,Av. Andres Bello 2800, Las Condes,Santiago, Chile 755-0006",office.santiago@trade.gov,011-56-22-330-3172,Send brochures ONLY via USPS to DPO.  Other methods may result in delay or high customs charges.  Please put PRIORITY for any USPS mail.,011-56-22-330-3316,F,
/sites/GM/MEA/Gulf/Doha,Qatar,Qatar,Doha,GM-CS MEA-Field-Gulf-Doha,GM-CS_MEA-Field-Gulf-Doha_AllUsers,GM-International,52885fe4926ff81526b7f375d375cf9c561cfaea,Doha,Doha,QA,null,"United States Embassy - Commercial Section,22nd February Street,Al-Luqta,Doha,State of Qatar",ilona.shtrom@trade.gov,974-4488-4163,,974-4496-6000,F,
/sites/GM/USA/MidWest/DesMoines,DesMoines,DesMoines,Des Moines,GM-CS USA-Field-MidWest-DesMoines,USA-Field-MidWest-DesMoines_AllUsers,GM-USA,3762fab0d0140740bb5b4df773401521ae175532,Des Moines,US Commercial Service Iowa,US,IA,"US Commercial Service Iowa,Federal Building, Room 749,210 Walnut Street, Des Moines, IA 50309,http://export.gov/iowa",Patricia.Cook@trade.gov,515-284-4232,,515-284-4590,D,
/sites/GM/Asia/India/Mumbai,Mumbai,Mumbai,Mumbai,GM-CS Asia-Field-India-Mumbai,Asia-Field-IndiaMumbai_AllUsers,GM-International,226010e86063a1c9b9799fb166de5605e876318d,Mumbai,Mumbai,IN,null,"US Commercial Service,American Consulate General,C-49, G-Block, Bandra Kurla Complex (BKC),Bandra (E), Mumbai - 400 051.",office.mumbai@trade.gov,+91 22 2672 4400,Please allow three weeks via pouch,+91 22 2672 4000,F,
/sites/GM/USA/MidAtlantic/Wheeling,Wheeling,Wheeling,Wheeling,GM-CS USA-Field-MidAtlantic-Wheeling,USA-Field-MidAtlantic-Wheeling_AllUsers,GM-USA,e3fe3a54ac32da3837869fcf2ba58e5310a781f7,Wheeling,Wheeling U.S. Export Assistance Center,US,WV,"Wheeling U.S. Export Assistance Center,Wheeling Jesuit University,NTTC Building, Room 134,316 Washington Ave,Wheeling, WV 26003,http://www.export.gov/westvirginia/",Diego.Gattesco@trade.gov,304-243-5494,,304-243-5493,D,
/sites/GM/USA/MidWest/Wichita,Wichita,Wichita,Wichita,GM-CS USA-Field-MidWest-Wichita,USA-Field-MidWest-Wichita_AllUsers,GM-USA,88cace9f4ea30ba5a6ffc0fa633eec61738818b5,Wichita,Wichita U.S. Export Assistance Center,US,KS,"Wichita U.S. Export Assistance Center,300 W Douglas Ave., Suite 850, Wichita, KS 67202,http://www.export.gov/kansas/",Andrew.Anderson@trade.gov,316-462-5506,,316-263-4067,D,
/sites/EC/ADCVD/I,ADCVD-Office-I,ADCVD Office I,ADCVD Office I,EC ADCVDI,EC-ADCVDI_AllUsers,EC,,,,,,,,,,,,
/sites/EC/ADCVD/II,ADCVD-Office-II,ADCVD Office II,ADCVD Office II,EC ADCVDII,EC-ADCVDII_AllUsers,EC,,,,,,,,,,,,
/sites/EC/ADCVD/III,ADCVD-Office-III,ADCVD Office III,ADCVD Office III,EC ADCVDIII,EC-ADCVDIII_AllUsers,EC,,,,,,,,,,,,
/sites/EC/ADCVD/IV,ADCVD-Office-IV,ADCVD Office IV,ADCVD Office IV,EC ADCVDIV,EC-ADCVDIV_AllUsers,EC,,,,,,,,,,,,
/sites/EC/ADCVD/V,ADCVD-Office-V,ADCVD Office V,ADCVD Office V,EC ADCVDV,EC-ADCVDV_AllUsers,EC,,,,,,,,,,,,
/sites/EC/ADCVD/VI,ADCVD-Office-VI,ADCVD Office VI,ADCVD Office VI,EC ADCVDVI,EC-ADCVDVI_AllUsers,EC,,,,,,,,,,,,
/sites/EC/ADCVD/VII,ADCVD-Office-VII,ADCVD Office VII,ADCVD Office VII,EC ADCVDVII,EC-ADCVDVII_AllUsers,EC,,,,,,,,,,,,
/sites/EC/ADCVD/VIII,ADCVD-Office-VIII,ADCVD Office VIII,ADCVD Office VIII,EC ADCVDVIII,EC-ADCVDVIII_AllUsers,EC,,,,,,,,,,,,
/sites/EC/ADCVD,ADCVD-Operations,ADCVD Operations,ADCVD Operations,EC ADCVD,EC_ALL-ADCVD_AllUsers,EC,,,,,,,,,,,,
/sites/EC/ADCVD/TR,ADCVD-Training-and-Professional-Development-Unit,ADCVD Training and Professional Development Unit,ADCVD Training and Professional Development Unit,EC ADCVDTR,EC-ADCVDTR_AllUsers,EC,,,,,,,,,,,,
/sites/GM/Advocacy,Advocacy-Center-and-Multilateral-Development-Banks,Advocacy Center and Multilateral Development Banks,Advocacy Center and Multilateral Development Banks,GM-CS Advocacy-HQ,GM-CS_Advocacy_AllUsers,GM,,,,,,,,,,,,
/sites/IA/MFG/OTM/AEROT,Aerospace-Team,Aerospace Team,Aerospace Team,IA MFG-OTM-AEROT,IA_MFG-OTM-AEROT_AllUsers,IA,,,,,,,,,,,,
/sites/GM/Advocacy/AfricanDevelopmentBank,African-Development-Bank,African Development Bank,African Development Bank,GM-CS Advocacy-Field-African-Development-Bank,GM-CS_Advocacy-Field-African-Development-Bank_AllUsers,GM,,,,,,,,,,,,
/sites/GM/MEA/North/Africa/Algeria,Algeria,Algeria,Algeria,GM-CS MEA-Field-NorthAfrica-Algiers,GM-CS_MEA-Field-NorthAfrica-Algiers_AllUsers,GM-International,,,,,,,,,,,,
/sites/OCFAO/ARD,Analysis-and-Reporting-Division,Analysis and Reporting Division,Analysis and Reporting Division,OCFAO-ARD,OCFAO-ARD_AllUsers,OCFAO,,,,,,,,,,,,
/sites/OCIO/ASD,Architecture-Strategy-and-Design,"Architecture, Strategy and Design","Architecture, Strategy and Design",OCIO- ASD,OCIO_ASD_AllUsers,OCIO,,,,,,,,,,,,
/sites/GM/WH/BuenosAires,Argentina,Argentina,Argentina,GM-CS WH-Field-ARGUR-BuenosAires,WH-Field-ARGUR -BuenosAires_AllUsers,GM-International,,,,,,,,,,,,
